model_name,encoder,supported_languages_capability,train_samples,test_samples,threshold,accuracy,precision,recall,f1,macro_f1,weighted_f1,roc_auc,tn,fp,fn,tp
Multilingual Transformer (sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2),sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,50+ (pretrained encoder capability),15000,5000,0.5,0.9378,0.9372,0.9427,0.9399,0.9377,0.9378,0.9841,2255,163,148,2434
